#chrom	chromStart	chromEnd	name	strand	geneName
chr1	43934194	43936346	ENST00000479128.5	+	ARTN
chr1	43934197	43936345	ENST00000472435.1	+	ARTN
chr1	43934386	43936346	ENST00000474592.1	+	ARTN
chr1	43935358	43936807	ENST00000372354.3	+	ARTN
chr1	43935806	43936765	ENST00000438616.3	+	ARTN
chr1	43937917	43940781	ENST00000657883.1	-	AL357079.1
chr1	43944369	43946302	ENST00000446167.1	-	AL357079.3
chr1	43944371	43946286	ENST00000445226.1	-	AL357079.3
chr1	43944373	43946551	ENST00000412378.1	-	AL357079.3
chr1	43946949	43968022	ENST00000372343.8	+	IPO13
chr1	43947554	43949545	ENST00000489061.1	+	IPO13
chr1	43947569	43956844	ENST00000489773.5	+	IPO13
chr1	43953216	43957549	ENST00000492152.5	+	IPO13
chr1	43957108	43957549	ENST00000480902.1	+	IPO13
chr1	43965938	43967752	ENST00000372339.3	+	IPO13
chr1	43967159	43967663	ENST00000486876.1	+	IPO13
chr1	43968350	43974821	ENST00000647729.1	-	AL357079.2
chr1	43969999	43971013	ENST00000471934.1	+	DPH2
chr1	43969999	43971526	ENST00000476260.1	+	DPH2
chr1	43970007	43972721	ENST00000524776.5	+	DPH2
chr1	43970009	43970924	ENST00000530988.1	+	DPH2
chr1	43970009	43973369	ENST00000255108.8	+	DPH2
chr1	43970009	43973369	ENST00000495421.1	+	DPH2
chr1	43970022	43971119	ENST00000527567.1	+	DPH2
chr1	43970022	43971540	ENST00000492306.5	+	DPH2
chr1	43970023	43971625	ENST00000490861.5	+	DPH2
chr1	43970024	43973340	ENST00000396758.6	+	DPH2
chr1	43970028	43971189	ENST00000477294.5	+	DPH2
chr1	43970028	43971724	ENST00000529729.1	+	DPH2
chr1	43970066	43971106	ENST00000532140.1	+	DPH2
chr1	43970104	43971102	ENST00000534786.1	+	DPH2
chr1	43970869	43971624	ENST00000534655.1	+	DPH2
chr1	43971113	43972763	ENST00000459879.1	+	DPH2
chr1	43971468	43972808	ENST00000527319.1	+	DPH2
chr1	43974486	43976823	ENST00000472505.6	+	ATP6V0B
chr1	43974943	43978213	ENST00000532642.5	+	ATP6V0B
chr1	43974947	43978289	ENST00000236067.8	+	ATP6V0B
chr1	43974950	43978023	ENST00000471859.6	+	ATP6V0B
chr1	43974957	43977197	ENST00000472277.5	+	ATP6V0B
chr1	43974959	43976625	ENST00000461670.5	+	ATP6V0B
chr1	43974959	43978295	ENST00000472174.7	+	ATP6V0B
chr1	43974970	43978295	ENST00000468183.5	+	ATP6V0B
chr1	43974971	43978292	ENST00000473485.5	+	ATP6V0B
chr1	43974978	43977114	ENST00000496131.1	+	ATP6V0B
chr1	43975099	43976379	ENST00000498208.1	+	ATP6V0B
chr1	43975836	43976541	ENST00000532072.1	+	ATP6V0B
chr1	43976054	43978295	ENST00000498664.1	+	ATP6V0B
chr1	43978942	43981327	ENST00000498543.1	+	B4GALT2
chr1	43979178	43991110	ENST00000434555.7	+	B4GALT2
chr1	43979201	43991170	ENST00000372324.5	+	B4GALT2
chr1	43979236	43987769	ENST00000481924.2	+	B4GALT2
chr1	43979435	43991168	ENST00000497866.6	+	B4GALT2
chr1	43979437	43991021	ENST00000485678.6	+	B4GALT2
chr1	43979876	43991168	ENST00000356836.10	+	B4GALT2
chr1	43979935	43991170	ENST00000309519.8	+	B4GALT2
chr1	43991358	43996524	ENST00000486064.5	+	CCDC24
chr1	43991499	44016556	ENST00000372307.7	-	SLC6A9
chr1	43991598	43996528	ENST00000372318.8	+	CCDC24
chr1	43991612	43995158	ENST00000460543.5	+	CCDC24
chr1	43991647	43996528	ENST00000463846.5	+	CCDC24
chr1	43991665	43996528	ENST00000490563.5	+	CCDC24
chr1	43991773	43996155	ENST00000490064.5	+	CCDC24
chr1	43991783	43996279	ENST00000486504.5	+	CCDC24
chr1	43991801	43995856	ENST00000485811.5	+	CCDC24
chr1	43991830	44031360	ENST00000372306.7	-	SLC6A9
chr1	43991841	43996110	ENST00000466180.1	+	CCDC24
chr1	43992221	43996114	ENST00000479055.5	+	CCDC24
chr1	43995392	43995980	ENST00000472562.1	+	CCDC24
chr1	43996482	44031462	ENST00000372310.8	-	SLC6A9
chr1	43996502	44031177	ENST00000673836.1	-	SLC6A9
chr1	43997442	44031386	ENST00000475075.6	-	SLC6A9
chr1	43997527	44017325	ENST00000357730.6	-	SLC6A9
chr1	43997527	44017325	ENST00000360584.6	-	SLC6A9
chr1	44008514	44031467	ENST00000492434.6	-	SLC6A9
chr1	44008596	44017332	ENST00000528803.1	-	SLC6A9
chr1	44010191	44031429	ENST00000489764.1	-	SLC6A9
chr1	44010725	44031462	ENST00000466926.1	-	SLC6A9
chr1	44014629	44017340	ENST00000533007.1	-	SLC6A9
chr1	44030436	44041561	ENST00000657086.1	+	AL139220.2
chr1	44030442	44040273	ENST00000623351.1	+	AL139220.2
chr1	44030443	44040023	ENST00000624869.1	+	AL139220.2
chr1	44036125	44051116	ENST00000607988.5	+	AL139220.2
chr1	44043496	44051115	ENST00000609636.5	+	AL139220.2
chr1	44043921	44048384	ENST00000609472.5	+	AL139220.2
chr1	44043921	44051116	ENST00000610167.5	+	AL139220.2
chr1	44043927	44104975	ENST00000434244.5	+	AL139220.2
chr1	44044579	44051046	ENST00000630871.2	+	AL139220.2
chr1	44044597	44046200	ENST00000626342.1	+	AL139220.2
chr1	44044762	44050962	ENST00000626430.1	+	AL139220.2
chr1	44045989	44061214	ENST00000628234.2	+	AL139220.2
chr1	44047946	44052832	ENST00000656061.1	+	AL139220.2
chr1	44048234	44076470	ENST00000431800.2	+	AL139220.2
chr1	44048391	44076278	ENST00000437643.1	+	AL139220.2
chr1	44048453	44103107	ENST00000616338.2	+	AL139220.2
chr1	44051113	44076192	ENST00000453688.5	+	AL139220.2
chr1	44051114	44076470	ENST00000447959.1	+	AL139220.2
chr1	44051192	44076822	ENST00000609027.1	+	AL139220.2
chr1	44087957	44088477	ENST00000436802.2	-	AL139220.1
chr1	44103305	44104703	ENST00000604727.1	-	KRT8P47
chr1	44104488	44115301	ENST00000630008.2	+	AL139220.2
chr1	44104509	44114925	ENST00000627824.2	+	AL139220.2
chr1	44104834	44107055	ENST00000625367.2	+	AL139220.2
chr1	44104908	44106614	ENST00000628123.1	+	AL139220.2
chr1	44104918	44114090	ENST00000627999.1	+	AL139220.2
chr1	44105498	44115913	ENST00000625982.1	+	AL139220.2
chr1	44117097	44117397	ENST00000472003.3	-	RN7SL479P
chr1	44118820	44135140	ENST00000372299.4	+	KLF17
chr1	44118869	44130716	ENST00000476802.1	+	KLF17
chr1	44122152	44122512	ENST00000402743.2	-	AL356653.1
chr1	44137820	44141631	ENST00000634670.1	-	KLF18
chr1	44150593	44151753	ENST00000451975.2	-	AL359839.1
chr1	44153384	44153480	ENST00000363301.1	-	Y_RNA
chr1	44155027	44155301	ENST00000423265.1	-	OOSP1P1
chr1	44172505	44172719	ENST00000442754.1	-	AL035417.1
chr1	44187942	44189049	ENST00000603887.1	-	AL035417.2
chr1	44213454	44220681	ENST00000361745.10	+	DMAP1
chr1	44213458	44219241	ENST00000446292.5	+	DMAP1
chr1	44213470	44218747	ENST00000440641.5	+	DMAP1
chr1	44213470	44220673	ENST00000372289.7	+	DMAP1
chr1	44213472	44214880	ENST00000436069.5	+	DMAP1
chr1	44213472	44219114	ENST00000437511.5	+	DMAP1
chr1	44213477	44215536	ENST00000475794.5	+	DMAP1
chr1	44213482	44218380	ENST00000471829.5	+	DMAP1
chr1	44213483	44218291	ENST00000487922.5	+	DMAP1
chr1	44213487	44220681	ENST00000315913.9	+	DMAP1
chr1	44213502	44214724	ENST00000463950.1	+	DMAP1
chr1	44213840	44218430	ENST00000372290.4	+	DMAP1
chr1	44214832	44220681	ENST00000488433.5	+	DMAP1
chr1	44218364	44219830	ENST00000483741.1	+	DMAP1
chr1	44219419	44220681	ENST00000494092.1	+	DMAP1
chr1	44221069	44319744	ENST00000456170.6	-	ERI3
chr1	44221069	44323043	ENST00000372259.9	-	ERI3
chr1	44221069	44355257	ENST00000372257.7	-	ERI3
chr1	44221338	44355061	ENST00000649995.1	-	ERI3
chr1	44221428	44247966	ENST00000489710.1	-	ERI3
chr1	44221503	44248002	ENST00000479101.1	-	ERI3
chr1	44221592	44256921	ENST00000462341.1	-	ERI3
chr1	44243407	44244273	ENST00000414156.1	-	ERI3-IT1
chr1	44247985	44355260	ENST00000452396.5	-	ERI3
chr1	44284829	44355238	ENST00000495828.1	-	ERI3
chr1	44308309	44355249	ENST00000457571.1	-	ERI3
chr1	44390721	44390823	ENST00000362515.1	+	RNU6-369P
chr1	44405193	44651723	ENST00000355387.6	+	RNF220
chr1	44405254	44651723	ENST00000361799.7	+	RNF220
chr1	44405287	44651724	ENST00000372247.6	+	RNF220
chr1	44408701	44412121	ENST00000487332.1	+	RNF220
chr1	44412697	44419872	ENST00000470498.1	+	RNF220
chr1	44545492	44545552	ENST00000581357.1	+	MIR5584
chr1	44614264	44627057	ENST00000496262.1	+	RNF220
chr1	44626325	44636152	ENST00000453863.5	+	RNF220
chr1	44631731	44649769	ENST00000335497.11	+	RNF220
chr1	44631731	44649957	ENST00000440132.2	+	RNF220
chr1	44631967	44651723	ENST00000474064.5	+	RNF220
chr1	44631974	44645081	ENST00000471494.5	+	RNF220
chr1	44631983	44636495	ENST00000488865.2	+	RNF220
chr1	44632234	44645081	ENST00000497469.5	+	RNF220
chr1	44632254	44650808	ENST00000475378.5	+	RNF220
chr1	44632644	44651723	ENST00000484745.5	+	RNF220
chr1	44635237	44674459	ENST00000372242.7	-	TMEM53
chr1	44635237	44674462	ENST00000372243.7	-	TMEM53
chr1	44635237	44674477	ENST00000372244.3	-	TMEM53
chr1	44636047	44674466	ENST00000495630.1	-	TMEM53
chr1	44638295	44650890	ENST00000474394.5	+	RNF220
chr1	44643131	44651723	ENST00000480686.5	+	RNF220
chr1	44648307	44651723	ENST00000474956.1	+	RNF220
chr1	44653246	44674442	ENST00000476724.1	-	TMEM53
chr1	44653246	44674477	ENST00000468117.1	-	TMEM53
chr1	44653246	44674481	ENST00000372237.8	-	TMEM53
chr1	44654464	44674443	ENST00000372235.7	-	TMEM53
chr1	44654895	44674402	ENST00000420706.1	-	TMEM53
chr1	44674691	44724474	ENST00000424484.5	+	ARMH1
chr1	44674712	44698133	ENST00000418644.5	+	ARMH1
chr1	44674712	44704111	ENST00000455805.5	+	ARMH1
chr1	44674712	44725591	ENST00000458657.6	+	ARMH1
chr1	44674713	44725591	ENST00000535358.6	+	ARMH1
chr1	44674721	44704111	ENST00000441519.5	+	ARMH1
chr1	44674721	44725589	ENST00000357508.5	+	ARMH1
chr1	44674725	44701109	ENST00000445071.5	+	ARMH1
chr1	44674738	44725565	ENST00000648290.1	+	ARMH1
chr1	44674754	44697140	ENST00000453711.1	+	ARMH1
chr1	44674757	44724362	ENST00000421398.5	+	ARMH1
chr1	44674779	44724343	ENST00000444751.5	+	ARMH1
chr1	44689833	44724380	ENST00000434068.1	+	ARMH1
chr1	44700972	44724379	ENST00000434520.5	+	ARMH1
chr1	44721785	44721902	ENST00000362507.1	-	RNU5F-1
chr1	44723784	44724427	ENST00000427321.1	+	ARMH1
chr1	44723791	44724378	ENST00000446792.1	+	ARMH1
chr1	44723794	44724304	ENST00000444525.1	+	ARMH1
chr1	44723830	44724362	ENST00000440383.1	+	ARMH1
chr1	44723843	44724380	ENST00000427336.1	+	ARMH1
chr1	44724372	44725591	ENST00000418779.5	+	ARMH1
chr1	44724506	44725591	ENST00000568406.1	+	ARMH1
chr1	44731054	44731170	ENST00000363299.1	-	RNU5D-1
chr1	44739817	44757971	ENST00000452259.5	+	KIF2C
chr1	44739824	44757968	ENST00000493027.5	+	KIF2C
chr1	44739836	44767767	ENST00000372224.9	+	KIF2C
chr1	44739952	44756148	ENST00000455186.5	+	KIF2C
chr1	44746405	44753153	ENST00000480574.1	+	KIF2C
chr1	44746405	44767767	ENST00000372217.5	+	KIF2C
chr1	44759036	44762177	ENST00000440985.5	-	AL592166.1
chr1	44759123	44775810	ENST00000428791.1	-	AL592166.1
chr1	44760479	44762613	ENST00000423289.1	+	KIF2C
chr1	44762139	44766879	ENST00000472235.1	+	KIF2C
chr1	44775250	44778087	ENST00000497035.5	+	RPS8
chr1	44775539	44778779	ENST00000396651.8	+	RPS8
chr1	44775572	44778779	ENST00000372209.3	+	RPS8
chr1	44775577	44777525	ENST00000470475.1	+	RPS8
chr1	44775635	44778779	ENST00000485390.5	+	RPS8
chr1	44775863	44775943	ENST00000581525.1	+	SNORD55
chr1	44776489	44776593	ENST00000364043.1	+	SNORD46
chr1	44777225	44778779	ENST00000464658.1	+	RPS8
chr1	44777549	44778663	ENST00000484599.1	+	RPS8
chr1	44777842	44777912	ENST00000365161.1	+	SNORD38A
chr1	44777902	44778739	ENST00000474582.1	+	RPS8
chr1	44778389	44778456	ENST00000384690.1	+	SNORD38B
chr1	44778389	44778458	ENST00000625943.1	+	SNORD38B
chr1	44780330	44780715	ENST00000594193.1	-	RPS15AP11
chr1	44783584	44788170	ENST00000372207.4	-	BEST4
chr1	44800376	44805990	ENST00000372201.5	+	PLK3
chr1	44800387	44805990	ENST00000465443.5	+	PLK3
chr1	44801633	44803621	ENST00000476731.1	+	PLK3
chr1	44803267	44805950	ENST00000492398.5	+	PLK3
chr1	44803336	44804689	ENST00000461358.5	+	PLK3
chr1	44804217	44805121	ENST00000461769.1	+	PLK3
chr1	44804620	44805600	ENST00000493100.1	+	PLK3
chr1	44805892	44807351	ENST00000339355.3	-	TCTEX1D4
chr1	44805892	44807351	ENST00000675259.1	-	TCTEX1D4
chr1	44808481	44814129	ENST00000450269.5	+	BTBD19
chr1	44808522	44813926	ENST00000409335.6	+	BTBD19
chr1	44808566	44813276	ENST00000439563.2	+	BTBD19
chr1	44808595	44815585	ENST00000485668.5	+	BTBD19
chr1	44808810	44813379	ENST00000482715.5	+	BTBD19
chr1	44810659	44813450	ENST00000475105.5	+	BTBD19
chr1	44811679	44813965	ENST00000495433.1	+	BTBD19
chr1	44813173	44813850	ENST00000489976.1	+	BTBD19
chr1	44813497	44814099	ENST00000464114.1	+	BTBD19
chr1	44819843	44823260	ENST00000438067.5	-	PTCH2
chr1	44819843	44842944	ENST00000447098.6	-	PTCH2
chr1	44819882	44819997	ENST00000365574.1	-	RNU5E-6P
chr1	44821937	44843253	ENST00000372192.4	-	PTCH2
chr1	44843920	44844082	ENST00000447970.1	-	AL136380.1
chr1	44850521	44986595	ENST00000360403.7	-	EIF2B3
chr1	44850521	44986722	ENST00000620860.4	-	EIF2B3
chr1	44850775	44926655	ENST00000439363.5	-	EIF2B3
chr1	44863003	44875622	ENST00000486491.1	-	EIF2B3
chr1	44874526	44986587	ENST00000372183.7	-	EIF2B3
chr1	44924957	44986599	ENST00000480675.5	-	EIF2B3
chr1	44926627	44986586	ENST00000477953.5	-	EIF2B3
chr1	44932322	44932431	ENST00000517230.1	+	RNA5SP47
chr1	44940628	44986596	ENST00000372182.6	-	EIF2B3
chr1	44958556	44959395	ENST00000428976.1	+	CCNB1IP1P1
chr1	44958560	44986595	ENST00000487532.5	-	EIF2B3
chr1	44969987	44986595	ENST00000497010.1	-	EIF2B3
chr1	44988233	44988725	ENST00000411837.1	-	PPIAP35
chr1	44988704	44991834	ENST00000596009.1	-	MRPS17P1
chr1	45002539	45005588	ENST00000486132.5	-	HECTD3
chr1	45002539	45008551	ENST00000372168.7	-	HECTD3
chr1	45002547	45011324	ENST00000372172.5	-	HECTD3
chr1	45003854	45006224	ENST00000486296.5	-	HECTD3
chr1	45004059	45007228	ENST00000466423.5	-	HECTD3
chr1	45005644	45006967	ENST00000487488.5	-	HECTD3
chr1	45006072	45007116	ENST00000484564.1	-	HECTD3
chr1	45010949	45015504	ENST00000652165.1	+	UROD
chr1	45011915	45013703	ENST00000650713.1	+	UROD
chr1	45012161	45015575	ENST00000651476.1	+	UROD
chr1	45012184	45013889	ENST00000463092.5	+	UROD
chr1	45012206	45015575	ENST00000636293.1	+	UROD
chr1	45012206	45015575	ENST00000636836.1	+	UROD
chr1	45012206	45015575	ENST00000652287.1	+	UROD
chr1	45012211	45013460	ENST00000461035.5	+	UROD
chr1	45012215	45014567	ENST00000491300.5	+	UROD
chr1	45012247	45015570	ENST00000491773.6	+	UROD
chr1	45012251	45015575	ENST00000494399.5	+	UROD
chr1	45012253	45014574	ENST00000434478.6	+	UROD
chr1	45012253	45015575	ENST00000246337.9	+	UROD
chr1	45012257	45014070	ENST00000460334.5	+	UROD
chr1	45012264	45014576	ENST00000462688.5	+	UROD
chr1	45012267	45014120	ENST00000460906.5	+	UROD
chr1	45012267	45014220	ENST00000490385.5	+	UROD
chr1	45012690	45014809	ENST00000469548.5	+	UROD
chr1	45012785	45014809	ENST00000486699.5	+	UROD
chr1	45012803	45014815	ENST00000478467.5	+	UROD
chr1	45012906	45014825	ENST00000428106.1	+	UROD
chr1	45012907	45014138	ENST00000496439.1	+	UROD
chr1	45012934	45014019	ENST00000473012.1	+	UROD
chr1	45012934	45015575	ENST00000652514.1	+	UROD
chr1	45014049	45015575	ENST00000472254.1	+	UROD
chr1	45014538	45015392	ENST00000466193.1	+	UROD
chr1	45014546	45015405	ENST00000465678.1	+	UROD
chr1	45016398	45206605	ENST00000359600.6	-	ZSWIM5
chr1	45069976	45070429	ENST00000425293.1	-	OSTCP5
chr1	45088074	45306209	ENST00000464588.1	-	ZSWIM5
chr1	45303909	45305619	ENST00000626198.1	+	LINC01144
chr1	45326894	45328679	ENST00000334815.5	+	HPDL
chr1	45329162	45340447	ENST00000529984.5	-	MUTYH
chr1	45329241	45331270	ENST00000485271.5	-	MUTYH
chr1	45329241	45339935	ENST00000372104.5	-	MUTYH
chr1	45329241	45339935	ENST00000448481.5	-	MUTYH
chr1	45329241	45339970	ENST00000456914.7	-	MUTYH
chr1	45329241	45340080	ENST00000354383.10	-	MUTYH
chr1	45329241	45340080	ENST00000475516.5	-	MUTYH
chr1	45329241	45340115	ENST00000355498.6	-	MUTYH
chr1	45329241	45340388	ENST00000372098.7	-	MUTYH
chr1	45329241	45340388	ENST00000372110.7	-	MUTYH
chr1	45329241	45340388	ENST00000481571.5	-	MUTYH
chr1	45329241	45340388	ENST00000672818.2	-	MUTYH
chr1	45329241	45340470	ENST00000372115.7	-	MUTYH
chr1	45329242	45339995	ENST00000488731.6	-	MUTYH
chr1	45329245	45340163	ENST00000531105.5	-	MUTYH
chr1	45329261	45491155	ENST00000671898.1	-	AL451136.1
chr1	45329269	45340893	ENST00000672011.1	-	MUTYH
chr1	45329271	45332488	ENST00000467459.5	-	MUTYH
chr1	45329272	45332083	ENST00000482094.5	-	MUTYH
chr1	45329273	45332278	ENST00000529892.5	-	MUTYH
chr1	45329275	45334511	ENST00000533178.5	-	MUTYH
chr1	45329305	45339946	ENST00000528013.6	-	MUTYH
chr1	45329965	45340011	ENST00000673134.1	-	MUTYH
chr1	45330551	45336629	ENST00000672314.1	-	MUTYH
chr1	45331326	45339966	ENST00000672593.1	-	MUTYH
chr1	45331727	45340084	ENST00000672764.1	-	MUTYH
chr1	45331733	45340381	ENST00000412971.5	-	MUTYH
chr1	45331746	45332945	ENST00000462388.5	-	MUTYH
chr1	45331769	45332379	ENST00000466231.1	-	MUTYH
chr1	45332024	45340010	ENST00000470256.5	-	MUTYH
chr1	45332035	45340414	ENST00000461495.6	-	MUTYH
chr1	45332174	45340000	ENST00000435155.1	-	MUTYH
chr1	45332195	45340399	ENST00000450313.6	-	MUTYH
chr1	45332199	45334477	ENST00000674679.1	-	MUTYH
chr1	45332219	45340387	ENST00000467940.5	-	MUTYH
chr1	45332222	45333324	ENST00000478796.5	-	MUTYH
chr1	45332403	45340414	ENST00000525160.5	-	MUTYH
chr1	45332566	45339955	ENST00000479746.6	-	MUTYH
chr1	45332578	45339955	ENST00000492494.5	-	MUTYH
chr1	45332598	45340232	ENST00000671856.1	-	MUTYH
chr1	45332614	45340397	ENST00000483642.5	-	MUTYH
chr1	45332676	45340415	ENST00000481139.5	-	MUTYH
chr1	45332745	45339942	ENST00000485484.5	-	MUTYH
chr1	45332762	45340432	ENST00000476789.5	-	MUTYH
chr1	45332839	45340432	ENST00000462387.5	-	MUTYH
chr1	45333052	45340091	ENST00000474703.1	-	MUTYH
chr1	45333412	45339945	ENST00000483127.1	-	MUTYH
chr1	45334099	45340235	ENST00000534453.1	-	MUTYH
chr1	45340051	45342761	ENST00000477731.5	+	TOE1
chr1	45340169	45343973	ENST00000372090.6	+	TOE1
chr1	45340174	45342978	ENST00000471337.5	+	TOE1
chr1	45340220	45343964	ENST00000495703.5	+	TOE1
chr1	45341295	45342859	ENST00000460057.1	+	TOE1
chr1	45343882	45457799	ENST00000372084.5	-	TESK2
chr1	45343882	45491163	ENST00000372086.4	-	TESK2
chr1	45343883	45491161	ENST00000486676.5	-	TESK2
chr1	45398732	45457621	ENST00000493974.1	-	TESK2
chr1	45415019	45415344	ENST00000435399.1	+	PPIAP36
chr1	45493865	45500073	ENST00000629482.3	-	CCDC163
chr1	45493865	45500079	ENST00000626177.2	-	CCDC163
chr1	45493925	45500048	ENST00000625766.2	-	CCDC163
chr1	45493936	45498625	ENST00000629009.2	-	CCDC163
chr1	45494391	45499974	ENST00000626657.2	-	CCDC163
chr1	45494908	45499974	ENST00000628293.1	-	CCDC163
chr1	45495431	45500053	ENST00000628397.2	-	CCDC163
chr1	45496210	45499853	ENST00000629670.1	-	CCDC163
chr1	45500299	45513382	ENST00000401061.9	+	MMACHC
chr1	45500340	45511065	ENST00000616135.1	+	MMACHC
chr1	45509432	45510505	ENST00000477188.1	+	MMACHC
chr1	45510913	45521938	ENST00000447184.6	-	PRDX1
chr1	45510913	45523047	ENST00000424390.2	-	PRDX1
chr1	45510913	45542732	ENST00000676549.1	-	PRDX1
chr1	45511035	45521938	ENST00000262746.5	-	PRDX1
chr1	45511050	45521854	ENST00000372079.1	-	PRDX1
chr1	45511050	45521884	ENST00000319248.13	-	PRDX1
chr1	45530926	45532139	ENST00000446155.1	+	HMGB1P48
chr1	45550542	45570049	ENST00000372070.7	+	AKR1A1
chr1	45550782	45570048	ENST00000621846.4	+	AKR1A1
chr1	45550803	45568068	ENST00000434299.5	+	AKR1A1
chr1	45550825	45570049	ENST00000351829.9	+	AKR1A1
chr1	45550845	45567213	ENST00000496999.5	+	AKR1A1
chr1	45550853	45568624	ENST00000476957.5	+	AKR1A1
chr1	45551066	45568025	ENST00000481885.5	+	AKR1A1
chr1	45551067	45567588	ENST00000471651.1	+	AKR1A1
chr1	45566868	45570049	ENST00000497973.5	+	AKR1A1
chr1	45567548	45570049	ENST00000473038.5	+	AKR1A1
chr1	45567981	45570049	ENST00000495913.5	+	AKR1A1
chr1	45568146	45570044	ENST00000487654.5	+	AKR1A1
chr1	45568613	45570047	ENST00000475919.1	+	AKR1A1
chr1	45569049	45570045	ENST00000475985.1	+	AKR1A1
chr1	45580891	45580996	ENST00000630128.1	-	AL355480.3
chr1	45581218	45581321	ENST00000629041.1	-	AL355480.1
chr1	45583845	45615131	ENST00000437901.6	+	NASP
chr1	45583987	45618904	ENST00000537798.5	+	NASP
chr1	45583988	45615131	ENST00000437362.6	+	NASP
chr1	45584040	45606680	ENST00000464190.6	+	NASP
chr1	45584040	45618893	ENST00000350030.8	+	NASP
chr1	45584041	45606532	ENST00000528084.5	+	NASP
chr1	45584041	45615406	ENST00000527359.5	+	NASP
chr1	45584044	45602278	ENST00000530840.5	+	NASP
chr1	45584044	45605016	ENST00000531532.5	+	NASP
chr1	45584044	45607495	ENST00000529333.5	+	NASP
chr1	45584044	45607533	ENST00000527470.5	+	NASP
chr1	45584044	45614117	ENST00000525515.5	+	NASP
chr1	45584044	45615354	ENST00000453748.5	+	NASP
chr1	45584057	45615463	ENST00000528238.5	+	NASP
chr1	45584059	45607664	ENST00000534101.1	+	NASP
chr1	45584060	45607972	ENST00000470768.5	+	NASP
chr1	45584062	45618246	ENST00000372052.8	+	NASP
chr1	45584064	45594757	ENST00000629893.1	+	NASP
chr1	45584064	45618247	ENST00000351223.7	+	NASP
chr1	45592721	45592814	ENST00000628958.1	-	AL355480.2
chr1	45605656	45605730	ENST00000626823.1	-	AL355480.4
chr1	45609299	45618244	ENST00000530073.5	+	NASP
chr1	45610553	45618244	ENST00000481782.1	+	NASP
chr1	45613168	45618213	ENST00000531612.5	+	NASP
chr1	45614962	45615715	ENST00000527932.1	+	NASP
chr1	45615058	45618247	ENST00000534450.1	+	NASP
chr1	45617236	45618246	ENST00000472408.1	+	NASP
chr1	45620043	45624001	ENST00000372044.7	-	CCDC17
chr1	45620043	45624037	ENST00000482416.5	-	CCDC17
chr1	45620043	45624040	ENST00000491755.5	-	CCDC17
chr1	45620043	45624054	ENST00000528266.6	-	CCDC17
chr1	45620044	45624053	ENST00000421127.6	-	CCDC17
chr1	45620222	45623967	ENST00000445048.2	-	CCDC17
chr1	45620352	45624057	ENST00000479529.2	-	CCDC17
chr1	45620993	45622773	ENST00000464739.5	-	CCDC17
chr1	45622280	45624049	ENST00000525599.1	-	CCDC17
chr1	45627303	45635724	ENST00000479235.5	-	GPBP1L1
chr1	45627303	45686533	ENST00000355105.8	-	GPBP1L1
chr1	45627303	45686536	ENST00000290795.7	-	GPBP1L1
chr1	45627956	45629715	ENST00000467032.1	-	GPBP1L1
chr1	45628227	45630757	ENST00000487436.1	-	GPBP1L1
chr1	45629587	45633831	ENST00000468724.1	-	GPBP1L1
chr1	45641669	45655246	ENST00000498128.1	-	GPBP1L1
chr1	45645815	45646197	ENST00000432472.1	-	RPS15AP10
chr1	45651038	45651826	ENST00000437848.1	-	AL604028.2
chr1	45654270	45656159	ENST00000496278.1	-	GPBP1L1
chr1	45658754	45660389	ENST00000495616.1	-	GPBP1L1
chr1	45660416	45687133	ENST00000488278.5	-	GPBP1L1
chr1	45660529	45687146	ENST00000480941.1	-	GPBP1L1
chr1	45660548	45686653	ENST00000480083.5	-	GPBP1L1
chr1	45660676	45688113	ENST00000493083.5	-	GPBP1L1
chr1	45660797	45688113	ENST00000460859.1	-	GPBP1L1
chr1	45688180	45694436	ENST00000372025.5	+	TMEM69
chr1	45688195	45693845	ENST00000496366.1	+	TMEM69
chr1	45694323	45750650	ENST00000359942.8	-	IPP
chr1	45694683	45697075	ENST00000430643.1	-	AL604028.1
chr1	45697058	45698055	ENST00000461718.5	-	IPP
